Date,Price,Open,High,Low,Vol.,Change %
2/28/2010,37.0,39.25,39.75,36.25,416.40K,-6.33%
3/7/2010,37.5,38.0,38.25,36.5,143.90K,1.35%
3/14/2010,36.75,38.0,39.0,36.0,116.10K,-2.00%
3/21/2010,36.25,37.0,37.75,36.0,102.30K,-1.36%
3/28/2010,36.25,36.25,37.0,36.0,27.90K,0.00%
4/4/2010,37.75,36.25,39.0,36.25,73.30K,4.14%
4/11/2010,38.0,37.75,39.5,37.75,77.80K,0.66%
4/18/2010,36.5,38.5,39.5,36.25,419.80K,-3.95%
4/25/2010,37.0,36.5,38.25,36.5,192.00K,1.37%
5/2/2010,37.5,37.0,39.0,36.0,968.40K,1.35%
5/9/2010,38.25,38.0,39.0,36.0,2.88M,2.00%
5/16/2010,37.0,38.0,39.0,37.0,299.70K,-3.27%
5/23/2010,37.25,37.0,37.5,36.0,27.60K,0.68%
5/30/2010,36.25,37.0,37.25,36.0,831.90K,-2.68%
6/6/2010,38.0,37.75,38.75,36.0,278.70K,4.83%
6/13/2010,38.0,38.0,38.75,37.0,168.30K,0.00%
6/20/2010,36.5,37.25,38.5,36.25,404.40K,-3.95%
6/27/2010,36.75,36.5,38.0,36.25,280.10K,0.68%
7/4/2010,35.25,37.5,37.5,35.0,306.30K,-4.08%
7/11/2010,35.5,35.0,36.5,35.0,289.00K,0.71%
7/18/2010,37.0,35.5,37.0,35.0,179.60K,4.23%
7/25/2010,37.0,36.0,38.0,35.25,536.30K,0.00%
8/1/2010,37.5,37.6,39.4,36.4,465.90K,1.35%
8/8/2010,38.5,36.5,39.4,35.0,200.00K,2.67%
8/15/2010,40.0,38.6,42.0,37.8,1.01M,3.90%
8/22/2010,42.5,40.0,43.0,39.9,1.55M,6.25%
8/29/2010,49.0,41.0,49.3,40.3,3.76M,15.29%
9/5/2010,46.0,50.0,50.0,45.0,457.40K,-6.12%
9/12/2010,47.4,45.7,48.5,43.0,725.80K,3.04%
9/19/2010,46.2,46.1,49.5,45.5,581.50K,-2.53%
9/26/2010,47.0,46.8,47.9,45.0,919.80K,1.73%
10/3/2010,45.9,47.0,47.5,43.5,356.80K,-2.34%
10/10/2010,46.9,46.9,47.0,40.1,423.10K,2.18%
10/17/2010,44.2,46.9,47.0,44.0,64.60K,-5.76%
10/24/2010,44.9,44.5,46.0,44.1,252.60K,1.58%
10/31/2010,46.1,45.3,47.8,45.0,279.20K,2.67%
11/7/2010,45.5,46.5,47.0,45.0,132.80K,-1.30%
11/14/2010,46.4,45.5,46.5,44.2,186.00K,1.98%
11/21/2010,45.5,46.0,48.0,45.0,571.10K,-1.94%
11/28/2010,48.8,45.5,48.8,44.0,631.30K,7.25%
12/5/2010,47.7,48.0,49.0,47.0,313.10K,-2.25%
12/12/2010,47.4,47.0,48.2,46.1,335.90K,-0.63%
12/19/2010,48.0,47.0,49.0,47.0,82.10K,1.27%
12/26/2010,48.0,47.1,51.0,47.0,534.70K,0.00%
1/2/2011,47.0,50.0,50.0,47.0,80.40K,-2.08%
1/9/2011,49.4,48.0,51.0,47.0,264.40K,5.11%
1/16/2011,57.9,48.0,58.0,48.0,1.66M,17.21%
1/23/2011,55.0,57.8,60.0,54.0,592.20K,-5.01%
1/30/2011,60.0,56.5,63.0,54.6,1.01M,9.09%
2/6/2011,62.0,60.0,64.5,59.0,593.50K,3.33%
2/13/2011,58.3,62.0,63.4,58.0,98.20K,-5.97%
2/20/2011,59.0,58.2,62.8,56.3,451.00K,1.20%
2/27/2011,56.5,59.0,60.0,56.2,126.60K,-4.24%
3/6/2011,55.3,58.0,59.9,55.0,146.40K,-2.12%
3/13/2011,55.1,56.0,57.9,51.5,139.90K,-0.36%
3/20/2011,57.5,55.0,59.0,54.0,418.60K,4.36%
3/27/2011,58.5,58.0,59.0,54.3,93.70K,1.74%
4/3/2011,57.0,58.5,59.6,55.0,98.80K,-2.56%
4/10/2011,57.5,57.0,58.0,55.2,34.10K,0.88%
4/17/2011,57.0,60.0,60.0,55.0,175.00K,-0.87%
4/24/2011,56.6,57.5,61.0,55.5,684.50K,-0.70%
5/1/2011,58.4,56.1,61.0,54.6,57.00K,3.18%
5/8/2011,56.5,61.0,61.0,56.1,125.40K,-3.25%
5/15/2011,59.0,56.5,60.0,56.2,44.30K,4.42%
5/22/2011,58.3,61.0,61.0,56.0,128.70K,-1.19%
5/29/2011,57.7,57.9,61.0,56.1,52.60K,-1.03%
6/5/2011,56.9,57.5,61.0,56.0,37.80K,-1.39%
6/12/2011,54.0,56.0,56.0,53.5,42.90K,-5.10%
6/19/2011,56.0,61.0,61.0,52.9,149.90K,3.70%
6/26/2011,54.0,57.0,61.0,53.0,411.00K,-3.57%
7/3/2011,53.6,61.0,61.0,53.0,26.70K,-0.74%
7/10/2011,53.1,54.0,54.8,50.5,423.90K,-0.93%
7/17/2011,50.2,52.8,55.0,49.0,62.80K,-5.46%
7/24/2011,52.9,50.2,54.0,49.0,143.00K,5.38%
7/31/2011,51.5,52.1,60.0,50.0,228.50K,-2.65%
8/7/2011,51.0,50.0,52.0,49.5,138.80K,-0.97%
8/14/2011,50.5,51.0,53.0,50.0,149.90K,-0.98%
8/21/2011,51.6,51.0,54.8,50.0,1.05M,2.18%
8/28/2011,53.9,53.5,54.5,51.0,120.60K,4.46%
9/4/2011,51.9,54.0,54.0,50.7,41.10K,-3.71%
9/11/2011,49.1,51.5,51.5,48.0,57.20K,-5.39%
9/18/2011,49.5,49.0,50.0,47.7,92.40K,0.81%
9/25/2011,48.0,49.5,51.0,48.0,62.10K,-3.03%
10/2/2011,51.6,49.0,51.6,47.8,192.10K,7.50%
10/9/2011,50.0,50.0,52.0,48.5,266.50K,-3.10%
10/16/2011,51.0,50.0,51.5,45.0,281.50K,2.00%
10/23/2011,49.9,50.2,52.0,48.0,17.30K,-2.16%
10/30/2011,51.0,49.0,52.0,48.0,135.80K,2.20%
11/6/2011,48.2,48.3,49.9,48.0,20.30K,-5.49%
11/13/2011,47.8,49.7,49.9,46.6,20.30K,-0.83%
11/20/2011,47.0,48.5,48.5,46.5,15.30K,-1.67%
11/27/2011,47.7,47.0,49.9,45.1,29.40K,1.49%
12/4/2011,46.0,48.5,48.9,45.3,30.30K,-3.56%
12/11/2011,45.0,45.6,50.0,44.9,32.90K,-2.17%
12/18/2011,47.0,45.0,47.0,44.0,25.30K,4.44%
12/25/2011,48.4,46.0,48.8,46.0,25.00K,2.98%
1/1/2012,47.8,48.4,48.4,46.0,10.70K,-1.24%
1/8/2012,47.0,46.5,48.5,45.5,39.90K,-1.67%
1/15/2012,45.1,45.6,48.1,44.0,35.60K,-4.04%
1/22/2012,48.9,44.1,49.9,42.5,107.40K,8.43%
1/29/2012,47.9,47.0,48.9,46.0,13.00K,-2.04%
2/5/2012,47.6,46.4,48.0,44.1,18.50K,-0.63%
2/12/2012,49.4,45.2,50.0,43.1,126.40K,3.78%
2/19/2012,46.7,48.0,49.2,46.1,73.50K,-5.47%
2/26/2012,47.5,48.9,48.9,45.0,24.41K,1.71%
3/4/2012,46.0,47.0,48.0,45.5,18.95K,-3.16%
3/11/2012,48.8,46.5,50.0,45.8,187.93K,6.09%
3/18/2012,47.0,46.7,48.0,44.5,60.17K,-3.69%
3/25/2012,46.3,47.0,47.0,45.1,9.69K,-1.49%
4/1/2012,45.9,45.1,46.0,44.7,37.64K,-0.86%
4/8/2012,45.9,45.9,45.9,44.7,9.18K,0.00%
4/15/2012,44.7,45.9,46.9,44.0,35.15K,-2.61%
4/22/2012,45.5,45.9,46.9,44.0,93.15K,1.79%
4/29/2012,43.3,45.0,45.0,42.9,408.77K,-4.84%
5/6/2012,39.3,42.8,43.3,38.0,32.67K,-9.24%
5/13/2012,39.5,39.0,39.9,37.3,59.72K,0.51%
5/20/2012,36.5,39.8,39.8,35.0,32.24K,-7.59%
5/27/2012,41.5,37.9,41.5,34.0,113.43K,13.70%
6/3/2012,42.0,41.5,43.0,36.2,134.38K,1.20%
6/10/2012,41.1,42.9,44.5,39.6,96.90K,-2.14%
6/17/2012,40.7,42.0,42.0,38.8,17.04K,-0.97%
6/24/2012,39.1,41.0,41.0,38.5,8.11K,-3.93%
7/1/2012,39.8,40.0,40.0,39.0,12.56K,1.79%
7/8/2012,38.2,39.9,40.5,38.1,24.30K,-4.02%
7/15/2012,38.1,38.0,39.5,35.2,7.79K,-0.26%
7/22/2012,38.8,38.1,38.9,36.1,63.99K,1.84%
7/29/2012,38.9,38.8,39.5,37.2,14.72K,0.26%
8/5/2012,37.0,37.7,38.5,36.1,16.90K,-4.88%
8/12/2012,38.9,37.4,39.0,36.1,35.06K,5.14%
8/19/2012,38.5,38.5,39.0,37.2,17.91K,-1.03%
8/26/2012,41.2,37.8,43.5,37.7,139.68K,7.01%
9/2/2012,44.5,41.0,45.0,39.5,145.12K,8.01%
9/9/2012,47.9,43.4,49.4,42.6,220.63K,7.64%
9/16/2012,44.3,47.4,47.5,44.3,99.13K,-7.52%
9/23/2012,45.0,44.4,46.4,43.7,94.24K,1.58%
9/30/2012,44.0,45.0,45.5,42.3,32.29K,-2.22%
10/7/2012,44.0,43.0,45.0,42.1,23.51K,0.00%
10/14/2012,44.5,42.0,44.5,40.5,30.90K,1.14%
10/21/2012,42.5,43.8,44.0,40.9,21.29K,-4.49%
10/28/2012,43.5,41.5,43.5,40.0,48.29K,2.35%
11/4/2012,42.8,42.0,43.5,41.1,22.14K,-1.61%
11/11/2012,43.2,41.8,43.5,41.2,36.42K,0.93%
11/18/2012,42.0,42.7,43.5,40.5,36.47K,-2.78%
11/25/2012,43.0,42.0,43.8,41.2,65.31K,2.38%
12/2/2012,42.9,42.9,43.3,40.1,67.71K,-0.23%
12/9/2012,43.0,42.0,44.9,41.6,269.29K,0.23%
12/16/2012,42.5,43.0,44.0,40.0,196.30K,-1.16%
12/23/2012,44.3,43.7,44.3,43.0,37.18K,4.24%
12/30/2012,43.9,44.4,44.8,42.0,82.60K,-0.90%
1/6/2013,44.9,43.0,44.9,43.0,101.71K,2.28%
1/13/2013,49.6,44.9,50.0,44.4,1.23M,10.47%
1/20/2013,48.0,49.5,49.7,46.0,30.59K,-3.23%
1/27/2013,44.0,46.1,47.9,44.0,33.07K,-8.33%
2/3/2013,43.9,45.0,45.0,43.0,32.86K,-0.23%
2/10/2013,43.0,43.9,43.9,43.0,14.58K,-2.05%
2/17/2013,44.7,43.2,44.9,42.0,144.80K,3.95%
2/24/2013,42.9,44.8,44.8,42.0,9.72K,-4.03%
3/3/2013,42.8,43.0,43.7,42.0,59.81K,-0.23%
3/10/2013,42.5,42.8,42.8,41.7,29.14K,-0.70%
3/17/2013,43.4,42.7,43.4,41.5,46.27K,2.12%
3/24/2013,44.0,43.5,44.0,41.5,84.90K,1.38%
3/31/2013,43.0,42.1,44.8,41.6,35.07K,-2.27%
4/7/2013,43.2,43.0,43.4,42.0,38.04K,0.47%
4/14/2013,43.0,43.3,43.3,42.4,36.34K,-0.46%
4/21/2013,43.3,42.6,43.7,42.2,100.15K,0.70%
4/28/2013,42.9,43.3,43.5,42.0,92.67K,-0.92%
5/5/2013,43.0,42.9,43.0,42.2,43.42K,0.23%
5/12/2013,44.9,43.5,45.5,42.1,229.71K,4.42%
5/19/2013,43.8,45.0,45.0,42.5,52.82K,-2.45%
5/26/2013,42.5,43.9,44.5,42.4,29.66K,-2.97%
6/2/2013,42.3,43.9,43.9,41.5,15.72K,-0.47%
6/9/2013,42.0,42.4,42.8,40.3,42.49K,-0.71%
6/16/2013,40.4,40.5,42.0,40.3,15.43K,-3.81%
6/23/2013,41.0,41.0,41.3,39.0,52.46K,1.49%
6/30/2013,39.9,41.6,41.6,39.0,37.94K,-2.68%
7/7/2013,40.0,39.0,41.7,39.0,42.97K,0.25%
7/14/2013,41.0,41.2,41.6,39.0,46.62K,2.50%
7/21/2013,40.9,41.0,42.0,40.0,17.05K,-0.24%
7/28/2013,40.2,39.7,40.3,39.1,12.36K,-1.71%
8/4/2013,41.0,39.3,41.2,39.0,83.11K,1.99%
8/11/2013,41.0,41.2,42.0,39.8,12.33K,0.00%
8/18/2013,39.3,41.0,41.0,39.3,2.57K,-4.15%
8/25/2013,41.0,39.4,41.5,38.0,84.03K,4.33%
9/1/2013,38.3,41.3,41.4,38.0,8.66K,-6.59%
9/8/2013,40.0,38.1,41.0,38.0,30.16K,4.44%
9/15/2013,40.5,38.9,41.0,38.1,57.35K,1.25%
9/22/2013,39.8,39.4,40.0,38.7,3.29K,-1.73%
9/29/2013,39.3,38.8,39.5,38.5,7.91K,-1.26%
10/6/2013,39.7,38.8,41.5,38.5,39.04K,1.02%
10/13/2013,39.8,38.8,40.0,38.7,7.70K,0.25%
10/20/2013,38.8,39.5,40.0,38.3,14.24K,-2.51%
10/27/2013,39.9,39.4,40.0,38.6,27.51K,2.84%
11/3/2013,38.1,39.0,39.0,38.1,12.19K,-4.51%
11/10/2013,37.5,38.1,39.0,37.0,13.30K,-1.57%
11/17/2013,38.0,38.0,38.9,37.0,10.17K,1.33%
11/24/2013,39.3,38.0,39.9,37.0,45.86K,3.42%
